persona_id,age_group_name,country,date,state,staying_days,prev_state
2,15_to_24,Angola,2021-12-26,H,0,M
3,15_to_24,Angola,2021-12-26,M,0,I
4,15_to_24,Angola,2021-12-26,I,3,I
5,15_to_24,Angola,2021-12-26,M,112,M
0,25_to_64,Angola,2021-12-26,M,110,M
1,25_to_64,Angola,2021-12-26,M,112,M
2,25_to_64,Angola,2021-12-26,M,115,M
3,25_to_64,Angola,2021-12-26,I,3,I
4,25_to_64,Angola,2021-12-26,D,0,D
5,25_to_64,Angola,2021-12-26,M,109,M
6,25_to_64,Angola,2021-12-26,M,102,M
7,25_to_64,Angola,2021-12-26,M,9,M
8,25_to_64,Angola,2021-12-26,D,0,D
9,25_to_64,Angola,2021-12-26,H,0,M
0,less_5,Angola,2021-12-27,M,100,M
1,less_5,Angola,2021-12-27,M,99,M
2,less_5,Angola,2021-12-27,M,101,M
3,less_5,Angola,2021-12-27,M,96,M
4,less_5,Angola,2021-12-27,M,78,M
0,5_to_14,Angola,2021-12-27,M,117,M
1,5_to_14,Angola,2021-12-27,M,99,M
2,5_to_14,Angola,2021-12-27,M,112,M
3,5_to_14,Angola,2021-12-27,M,97,M
4,5_to_14,Angola,2021-12-27,M,101,M
5,5_to_14,Angola,2021-12-27,M,96,M
6,5_to_14,Angola,2021-12-27,M,103,M
7,5_to_14,Angola,2021-12-27,M,96,M
8,5_to_14,Angola,2021-12-27,M,87,M
0,15_to_24,Angola,2021-12-27,M,120,M
1,15_to_24,Angola,2021-12-27,M,102,M
2,15_to_24,Angola,2021-12-27,H,0,H
3,15_to_24,Angola,2021-12-27,M,1,M
4,15_to_24,Angola,2021-12-27,I,4,I
5,15_to_24,Angola,2021-12-27,M,113,M
0,25_to_64,Angola,2021-12-27,M,111,M
1,25_to_64,Angola,2021-12-27,M,113,M
2,25_to_64,Angola,2021-12-27,M,116,M
3,25_to_64,Angola,2021-12-27,I,4,I
4,25_to_64,Angola,2021-12-27,D,0,D
5,25_to_64,Angola,2021-12-27,M,110,M
6,25_to_64,Angola,2021-12-27,M,103,M
7,25_to_64,Angola,2021-12-27,M,10,M
8,25_to_64,Angola,2021-12-27,D,0,D
9,25_to_64,Angola,2021-12-27,I,0,H
0,less_5,Angola,2021-12-28,M,101,M
1,less_5,Angola,2021-12-28,M,100,M
2,less_5,Angola,2021-12-28,M,102,M
3,less_5,Angola,2021-12-28,M,97,M
4,less_5,Angola,2021-12-28,M,79,M
0,5_to_14,Angola,2021-12-28,M,118,M
1,5_to_14,Angola,2021-12-28,M,100,M
2,5_to_14,Angola,2021-12-28,M,113,M
3,5_to_14,Angola,2021-12-28,M,98,M
4,5_to_14,Angola,2021-12-28,M,102,M
5,5_to_14,Angola,2021-12-28,M,97,M
6,5_to_14,Angola,2021-12-28,M,104,M
7,5_to_14,Angola,2021-12-28,M,97,M
8,5_to_14,Angola,2021-12-28,M,88,M
0,15_to_24,Angola,2021-12-28,H,0,M
1,15_to_24,Angola,2021-12-28,M,103,M
2,15_to_24,Angola,2021-12-28,H,0,H
3,15_to_24,Angola,2021-12-28,M,2,M
4,15_to_24,Angola,2021-12-28,M,0,I
5,15_to_24,Angola,2021-12-28,M,114,M
0,25_to_64,Angola,2021-12-28,M,112,M
1,25_to_64,Angola,2021-12-28,M,114,M
2,25_to_64,Angola,2021-12-28,M,117,M
3,25_to_64,Angola,2021-12-28,M,0,I
4,25_to_64,Angola,2021-12-28,D,0,D
5,25_to_64,Angola,2021-12-28,M,111,M
6,25_to_64,Angola,2021-12-28,M,104,M
7,25_to_64,Angola,2021-12-28,M,11,M
8,25_to_64,Angola,2021-12-28,D,0,D
9,25_to_64,Angola,2021-12-28,I,1,I
0,less_5,Angola,2021-12-29,M,102,M
1,less_5,Angola,2021-12-29,M,101,M
2,less_5,Angola,2021-12-29,M,103,M
3,less_5,Angola,2021-12-29,M,98,M
4,less_5,Angola,2021-12-29,M,80,M
0,5_to_14,Angola,2021-12-29,M,119,M
1,5_to_14,Angola,2021-12-29,M,101,M
2,5_to_14,Angola,2021-12-29,M,114,M
3,5_to_14,Angola,2021-12-29,M,99,M
4,5_to_14,Angola,2021-12-29,M,103,M
5,5_to_14,Angola,2021-12-29,M,98,M
6,5_to_14,Angola,2021-12-29,M,105,M
7,5_to_14,Angola,2021-12-29,M,98,M
8,5_to_14,Angola,2021-12-29,M,89,M
0,15_to_24,Angola,2021-12-29,H,0,H
1,15_to_24,Angola,2021-12-29,M,104,M
2,15_to_24,Angola,2021-12-29,H,0,H
3,15_to_24,Angola,2021-12-29,M,3,M
4,15_to_24,Angola,2021-12-29,M,1,M
5,15_to_24,Angola,2021-12-29,M,115,M
0,25_to_64,Angola,2021-12-29,M,113,M
1,25_to_64,Angola,2021-12-29,M,115,M
2,25_to_64,Angola,2021-12-29,M,118,M
3,25_to_64,Angola,2021-12-29,M,1,M
4,25_to_64,Angola,2021-12-29,D,0,D
5,25_to_64,Angola,2021-12-29,M,112,M
6,25_to_64,Angola,2021-12-29,M,105,M
7,25_to_64,Angola,2021-12-29,M,12,M
8,25_to_64,Angola,2021-12-29,D,0,D
9,25_to_64,Angola,2021-12-29,I,2,I
0,less_5,Angola,2021-12-30,M,103,M
1,less_5,Angola,2021-12-30,M,102,M
2,less_5,Angola,2021-12-30,M,104,M
3,less_5,Angola,2021-12-30,M,99,M
4,less_5,Angola,2021-12-30,M,81,M
0,5_to_14,Angola,2021-12-30,M,120,M
1,5_to_14,Angola,2021-12-30,M,102,M
2,5_to_14,Angola,2021-12-30,M,115,M
3,5_to_14,Angola,2021-12-30,M,100,M
4,5_to_14,Angola,2021-12-30,M,104,M
5,5_to_14,Angola,2021-12-30,M,99,M
6,5_to_14,Angola,2021-12-30,M,106,M
7,5_to_14,Angola,2021-12-30,M,99,M
8,5_to_14,Angola,2021-12-30,M,90,M
0,15_to_24,Angola,2021-12-30,H,0,H
1,15_to_24,Angola,2021-12-30,M,105,M
2,15_to_24,Angola,2021-12-30,I,0,H
3,15_to_24,Angola,2021-12-30,M,4,M
4,15_to_24,Angola,2021-12-30,M,2,M
5,15_to_24,Angola,2021-12-30,M,116,M
0,25_to_64,Angola,2021-12-30,M,114,M
1,25_to_64,Angola,2021-12-30,M,116,M
2,25_to_64,Angola,2021-12-30,M,119,M
3,25_to_64,Angola,2021-12-30,M,2,M
4,25_to_64,Angola,2021-12-30,D,0,D
5,25_to_64,Angola,2021-12-30,M,113,M
6,25_to_64,Angola,2021-12-30,M,106,M
7,25_to_64,Angola,2021-12-30,M,13,M
8,25_to_64,Angola,2021-12-30,D,0,D
9,25_to_64,Angola,2021-12-30,I,3,I
0,less_5,Angola,2021-12-31,M,104,M
1,less_5,Angola,2021-12-31,M,103,M
2,less_5,Angola,2021-12-31,M,105,M
3,less_5,Angola,2021-12-31,M,100,M
4,less_5,Angola,2021-12-31,M,82,M
0,5_to_14,Angola,2021-12-31,H,0,M
1,5_to_14,Angola,2021-12-31,M,103,M
2,5_to_14,Angola,2021-12-31,M,116,M
3,5_to_14,Angola,2021-12-31,M,101,M
4,5_to_14,Angola,2021-12-31,M,105,M
5,5_to_14,Angola,2021-12-31,M,100,M
6,5_to_14,Angola,2021-12-31,M,107,M
7,5_to_14,Angola,2021-12-31,M,100,M
8,5_to_14,Angola,2021-12-31,M,91,M
0,15_to_24,Angola,2021-12-31,I,0,H
1,15_to_24,Angola,2021-12-31,M,106,M
2,15_to_24,Angola,2021-12-31,I,1,I
3,15_to_24,Angola,2021-12-31,M,5,M
4,15_to_24,Angola,2021-12-31,M,3,M
5,15_to_24,Angola,2021-12-31,M,117,M
0,25_to_64,Angola,2021-12-31,M,115,M
1,25_to_64,Angola,2021-12-31,M,117,M
2,25_to_64,Angola,2021-12-31,M,120,M
3,25_to_64,Angola,2021-12-31,M,3,M
4,25_to_64,Angola,2021-12-31,D,0,D
5,25_to_64,Angola,2021-12-31,M,114,M
6,25_to_64,Angola,2021-12-31,M,107,M
7,25_to_64,Angola,2021-12-31,M,14,M
8,25_to_64,Angola,2021-12-31,D,0,D
9,25_to_64,Angola,2021-12-31,I,4,I
0,less_5,Angola,2022-01-01,M,105,M
1,less_5,Angola,2022-01-01,M,104,M
2,less_5,Angola,2022-01-01,M,106,M
3,less_5,Angola,2022-01-01,M,101,M
4,less_5,Angola,2022-01-01,M,83,M
0,5_to_14,Angola,2022-01-01,I,0,H
1,5_to_14,Angola,2022-01-01,M,104,M
2,5_to_14,Angola,2022-01-01,M,117,M
3,5_to_14,Angola,2022-01-01,M,102,M
4,5_to_14,Angola,2022-01-01,M,106,M
5,5_to_14,Angola,2022-01-01,M,101,M
6,5_to_14,Angola,2022-01-01,M,108,M
7,5_to_14,Angola,2022-01-01,M,101,M
8,5_to_14,Angola,2022-01-01,M,92,M
0,15_to_24,Angola,2022-01-01,I,1,I
1,15_to_24,Angola,2022-01-01,M,107,M
2,15_to_24,Angola,2022-01-01,I,2,I
3,15_to_24,Angola,2022-01-01,M,6,M
4,15_to_24,Angola,2022-01-01,M,4,M
5,15_to_24,Angola,2022-01-01,M,118,M
0,25_to_64,Angola,2022-01-01,M,116,M
1,25_to_64,Angola,2022-01-01,M,118,M
2,25_to_64,Angola,2022-01-01,H,0,M
3,25_to_64,Angola,2022-01-01,M,4,M
4,25_to_64,Angola,2022-01-01,D,0,D
5,25_to_64,Angola,2022-01-01,M,115,M
6,25_to_64,Angola,2022-01-01,M,108,M
7,25_to_64,Angola,2022-01-01,M,15,M
8,25_to_64,Angola,2022-01-01,D,0,D
9,25_to_64,Angola,2022-01-01,S,0,I
0,less_5,Angola,2022-01-02,M,106,M
1,less_5,Angola,2022-01-02,M,105,M
2,less_5,Angola,2022-01-02,M,107,M
3,less_5,Angola,2022-01-02,M,102,M
4,less_5,Angola,2022-01-02,M,84,M
0,5_to_14,Angola,2022-01-02,I,1,I
1,5_to_14,Angola,2022-01-02,M,105,M
2,5_to_14,Angola,2022-01-02,M,118,M
3,5_to_14,Angola,2022-01-02,M,103,M
4,5_to_14,Angola,2022-01-02,M,107,M
5,5_to_14,Angola,2022-01-02,M,102,M
6,5_to_14,Angola,2022-01-02,M,109,M
7,5_to_14,Angola,2022-01-02,M,102,M
8,5_to_14,Angola,2022-01-02,M,93,M
0,15_to_24,Angola,2022-01-02,I,2,I
1,15_to_24,Angola,2022-01-02,M,108,M
2,15_to_24,Angola,2022-01-02,I,3,I
3,15_to_24,Angola,2022-01-02,M,7,M
4,15_to_24,Angola,2022-01-02,M,5,M
5,15_to_24,Angola,2022-01-02,M,119,M
0,25_to_64,Angola,2022-01-02,M,117,M
1,25_to_64,Angola,2022-01-02,M,119,M
2,25_to_64,Angola,2022-01-02,H,0,H
3,25_to_64,Angola,2022-01-02,M,5,M
4,25_to_64,Angola,2022-01-02,D,0,D
5,25_to_64,Angola,2022-01-02,M,116,M
6,25_to_64,Angola,2022-01-02,M,109,M
7,25_to_64,Angola,2022-01-02,M,16,M
8,25_to_64,Angola,2022-01-02,D,0,D
9,25_to_64,Angola,2022-01-02,S,1,S
0,less_5,Angola,2022-01-03,M,107,M
1,less_5,Angola,2022-01-03,M,106,M
2,less_5,Angola,2022-01-03,M,108,M
3,less_5,Angola,2022-01-03,M,103,M
4,less_5,Angola,2022-01-03,M,85,M
0,5_to_14,Angola,2022-01-03,I,2,I
1,5_to_14,Angola,2022-01-03,M,106,M
2,5_to_14,Angola,2022-01-03,M,119,M
3,5_to_14,Angola,2022-01-03,M,104,M
4,5_to_14,Angola,2022-01-03,M,108,M
5,5_to_14,Angola,2022-01-03,M,103,M
6,5_to_14,Angola,2022-01-03,M,110,M
7,5_to_14,Angola,2022-01-03,M,103,M
8,5_to_14,Angola,2022-01-03,M,94,M
0,15_to_24,Angola,2022-01-03,I,3,I
1,15_to_24,Angola,2022-01-03,M,109,M
2,15_to_24,Angola,2022-01-03,I,4,I
3,15_to_24,Angola,2022-01-03,M,8,M
4,15_to_24,Angola,2022-01-03,M,6,M
5,15_to_24,Angola,2022-01-03,M,120,M
0,25_to_64,Angola,2022-01-03,M,118,M
1,25_to_64,Angola,2022-01-03,M,120,M
2,25_to_64,Angola,2022-01-03,H,0,H
3,25_to_64,Angola,2022-01-03,M,6,M
4,25_to_64,Angola,2022-01-03,D,0,D
5,25_to_64,Angola,2022-01-03,M,117,M
6,25_to_64,Angola,2022-01-03,M,110,M
7,25_to_64,Angola,2022-01-03,M,17,M
8,25_to_64,Angola,2022-01-03,D,0,D
9,25_to_64,Angola,2022-01-03,S,2,S
0,less_5,Angola,2022-01-04,M,108,M
1,less_5,Angola,2022-01-04,M,107,M
2,less_5,Angola,2022-01-04,M,109,M
3,less_5,Angola,2022-01-04,M,104,M
4,less_5,Angola,2022-01-04,M,86,M
0,5_to_14,Angola,2022-01-04,I,3,I
1,5_to_14,Angola,2022-01-04,M,107,M
2,5_to_14,Angola,2022-01-04,M,120,M
3,5_to_14,Angola,2022-01-04,M,105,M
4,5_to_14,Angola,2022-01-04,M,109,M
5,5_to_14,Angola,2022-01-04,M,104,M
6,5_to_14,Angola,2022-01-04,M,111,M
7,5_to_14,Angola,2022-01-04,M,104,M
8,5_to_14,Angola,2022-01-04,M,95,M
0,15_to_24,Angola,2022-01-04,I,4,I
1,15_to_24,Angola,2022-01-04,M,110,M
2,15_to_24,Angola,2022-01-04,M,0,I
3,15_to_24,Angola,2022-01-04,M,9,M
4,15_to_24,Angola,2022-01-04,M,7,M
5,15_to_24,Angola,2022-01-04,H,0,M
0,25_to_64,Angola,2022-01-04,M,119,M
1,25_to_64,Angola,2022-01-04,H,0,M
2,25_to_64,Angola,2022-01-04,I,0,H
3,25_to_64,Angola,2022-01-04,M,7,M
4,25_to_64,Angola,2022-01-04,D,0,D
5,25_to_64,Angola,2022-01-04,M,118,M
6,25_to_64,Angola,2022-01-04,M,111,M
7,25_to_64,Angola,2022-01-04,M,18,M
8,25_to_64,Angola,2022-01-04,D,0,D
9,25_to_64,Angola,2022-01-04,S,3,S
0,less_5,Angola,2022-01-05,M,109,M
1,less_5,Angola,2022-01-05,M,108,M
2,less_5,Angola,2022-01-05,M,110,M
3,less_5,Angola,2022-01-05,M,105,M
4,less_5,Angola,2022-01-05,M,87,M
0,5_to_14,Angola,2022-01-05,I,4,I
1,5_to_14,Angola,2022-01-05,M,108,M
2,5_to_14,Angola,2022-01-05,H,0,M
3,5_to_14,Angola,2022-01-05,M,106,M
4,5_to_14,Angola,2022-01-05,M,110,M
5,5_to_14,Angola,2022-01-05,M,105,M
6,5_to_14,Angola,2022-01-05,M,112,M
7,5_to_14,Angola,2022-01-05,M,105,M
8,5_to_14,Angola,2022-01-05,M,96,M
0,15_to_24,Angola,2022-01-05,M,0,I
1,15_to_24,Angola,2022-01-05,M,111,M
2,15_to_24,Angola,2022-01-05,M,1,M
3,15_to_24,Angola,2022-01-05,M,10,M
4,15_to_24,Angola,2022-01-05,M,8,M
5,15_to_24,Angola,2022-01-05,H,0,H
0,25_to_64,Angola,2022-01-05,M,120,M
1,25_to_64,Angola,2022-01-05,H,0,H
2,25_to_64,Angola,2022-01-05,I,1,I
3,25_to_64,Angola,2022-01-05,M,8,M
4,25_to_64,Angola,2022-01-05,D,0,D
5,25_to_64,Angola,2022-01-05,M,119,M
6,25_to_64,Angola,2022-01-05,M,112,M
7,25_to_64,Angola,2022-01-05,M,19,M
8,25_to_64,Angola,2022-01-05,D,0,D
9,25_to_64,Angola,2022-01-05,S,4,S
0,less_5,Angola,2022-01-06,M,110,M
1,less_5,Angola,2022-01-06,M,109,M
2,less_5,Angola,2022-01-06,M,111,M
3,less_5,Angola,2022-01-06,M,106,M
4,less_5,Angola,2022-01-06,M,88,M
0,5_to_14,Angola,2022-01-06,M,0,I
1,5_to_14,Angola,2022-01-06,M,109,M
2,5_to_14,Angola,2022-01-06,H,0,H
3,5_to_14,Angola,2022-01-06,M,107,M
4,5_to_14,Angola,2022-01-06,M,111,M
5,5_to_14,Angola,2022-01-06,M,106,M
6,5_to_14,Angola,2022-01-06,M,113,M
7,5_to_14,Angola,2022-01-06,M,106,M
8,5_to_14,Angola,2022-01-06,M,97,M
0,15_to_24,Angola,2022-01-06,M,1,M
1,15_to_24,Angola,2022-01-06,M,112,M
2,15_to_24,Angola,2022-01-06,M,2,M
3,15_to_24,Angola,2022-01-06,M,11,M
4,15_to_24,Angola,2022-01-06,M,9,M
5,15_to_24,Angola,2022-01-06,H,0,H
0,25_to_64,Angola,2022-01-06,H,0,M
1,25_to_64,Angola,2022-01-06,I,0,H
2,25_to_64,Angola,2022-01-06,I,2,I
3,25_to_64,Angola,2022-01-06,M,9,M
4,25_to_64,Angola,2022-01-06,D,0,D
5,25_to_64,Angola,2022-01-06,M,120,M
6,25_to_64,Angola,2022-01-06,M,113,M
7,25_to_64,Angola,2022-01-06,M,20,M
8,25_to_64,Angola,2022-01-06,D,0,D
9,25_to_64,Angola,2022-01-06,S,5,S
0,less_5,Angola,2022-01-07,M,111,M
1,less_5,Angola,2022-01-07,M,110,M
2,less_5,Angola,2022-01-07,M,112,M
3,less_5,Angola,2022-01-07,M,107,M
4,less_5,Angola,2022-01-07,M,89,M
0,5_to_14,Angola,2022-01-07,M,1,M
1,5_to_14,Angola,2022-01-07,M,110,M
2,5_to_14,Angola,2022-01-07,H,0,H
3,5_to_14,Angola,2022-01-07,M,108,M
4,5_to_14,Angola,2022-01-07,M,112,M
5,5_to_14,Angola,2022-01-07,M,107,M
6,5_to_14,Angola,2022-01-07,M,114,M
7,5_to_14,Angola,2022-01-07,M,107,M
8,5_to_14,Angola,2022-01-07,M,98,M
0,15_to_24,Angola,2022-01-07,M,2,M
1,15_to_24,Angola,2022-01-07,M,113,M
2,15_to_24,Angola,2022-01-07,M,3,M
3,15_to_24,Angola,2022-01-07,M,12,M
4,15_to_24,Angola,2022-01-07,M,10,M
5,15_to_24,Angola,2022-01-07,H,0,H
0,25_to_64,Angola,2022-01-07,H,0,H
1,25_to_64,Angola,2022-01-07,I,1,I
2,25_to_64,Angola,2022-01-07,I,3,I
3,25_to_64,Angola,2022-01-07,M,10,M
4,25_to_64,Angola,2022-01-07,D,0,D
5,25_to_64,Angola,2022-01-07,H,0,M
6,25_to_64,Angola,2022-01-07,M,114,M
7,25_to_64,Angola,2022-01-07,M,21,M
8,25_to_64,Angola,2022-01-07,D,0,D
9,25_to_64,Angola,2022-01-07,S,6,S
0,less_5,Angola,2022-01-08,M,112,M
1,less_5,Angola,2022-01-08,M,111,M
2,less_5,Angola,2022-01-08,M,113,M
3,less_5,Angola,2022-01-08,M,108,M
4,less_5,Angola,2022-01-08,M,90,M
0,5_to_14,Angola,2022-01-08,M,2,M
1,5_to_14,Angola,2022-01-08,M,111,M
2,5_to_14,Angola,2022-01-08,H,0,H
3,5_to_14,Angola,2022-01-08,M,109,M
4,5_to_14,Angola,2022-01-08,M,113,M
5,5_to_14,Angola,2022-01-08,M,108,M
6,5_to_14,Angola,2022-01-08,M,115,M
7,5_to_14,Angola,2022-01-08,M,108,M
8,5_to_14,Angola,2022-01-08,M,99,M
0,15_to_24,Angola,2022-01-08,M,3,M
1,15_to_24,Angola,2022-01-08,M,114,M
2,15_to_24,Angola,2022-01-08,M,4,M
3,15_to_24,Angola,2022-01-08,M,13,M
4,15_to_24,Angola,2022-01-08,M,11,M
5,15_to_24,Angola,2022-01-08,H,0,H
0,25_to_64,Angola,2022-01-08,I,0,H
1,25_to_64,Angola,2022-01-08,I,2,I
2,25_to_64,Angola,2022-01-08,I,4,I
3,25_to_64,Angola,2022-01-08,M,11,M
4,25_to_64,Angola,2022-01-08,D,0,D
5,25_to_64,Angola,2022-01-08,H,0,H
6,25_to_64,Angola,2022-01-08,M,115,M
7,25_to_64,Angola,2022-01-08,M,22,M
8,25_to_64,Angola,2022-01-08,D,0,D
9,25_to_64,Angola,2022-01-08,S,7,S
0,less_5,Angola,2022-01-09,M,113,M
1,less_5,Angola,2022-01-09,M,112,M
2,less_5,Angola,2022-01-09,M,114,M
3,less_5,Angola,2022-01-09,M,109,M
4,less_5,Angola,2022-01-09,M,91,M
0,5_to_14,Angola,2022-01-09,M,3,M
1,5_to_14,Angola,2022-01-09,M,112,M
2,5_to_14,Angola,2022-01-09,H,0,H
3,5_to_14,Angola,2022-01-09,M,110,M
4,5_to_14,Angola,2022-01-09,M,114,M
5,5_to_14,Angola,2022-01-09,M,109,M
6,5_to_14,Angola,2022-01-09,M,116,M
7,5_to_14,Angola,2022-01-09,M,109,M
8,5_to_14,Angola,2022-01-09,M,100,M
0,15_to_24,Angola,2022-01-09,M,4,M
1,15_to_24,Angola,2022-01-09,M,115,M
2,15_to_24,Angola,2022-01-09,M,5,M
3,15_to_24,Angola,2022-01-09,M,14,M
4,15_to_24,Angola,2022-01-09,M,12,M
5,15_to_24,Angola,2022-01-09,H,0,H
0,25_to_64,Angola,2022-01-09,I,1,I
1,25_to_64,Angola,2022-01-09,I,3,I
2,25_to_64,Angola,2022-01-09,S,0,I
3,25_to_64,Angola,2022-01-09,M,12,M
4,25_to_64,Angola,2022-01-09,D,0,D
5,25_to_64,Angola,2022-01-09,H,0,H
6,25_to_64,Angola,2022-01-09,M,116,M
7,25_to_64,Angola,2022-01-09,M,23,M
8,25_to_64,Angola,2022-01-09,D,0,D
9,25_to_64,Angola,2022-01-09,S,8,S
0,less_5,Angola,2022-01-10,M,114,M
1,less_5,Angola,2022-01-10,M,113,M
2,less_5,Angola,2022-01-10,M,115,M
3,less_5,Angola,2022-01-10,M,110,M
4,less_5,Angola,2022-01-10,M,92,M
0,5_to_14,Angola,2022-01-10,M,4,M
1,5_to_14,Angola,2022-01-10,M,113,M
2,5_to_14,Angola,2022-01-10,H,0,H
3,5_to_14,Angola,2022-01-10,M,111,M
4,5_to_14,Angola,2022-01-10,M,115,M
5,5_to_14,Angola,2022-01-10,M,110,M
6,5_to_14,Angola,2022-01-10,M,117,M
7,5_to_14,Angola,2022-01-10,M,110,M
8,5_to_14,Angola,2022-01-10,M,101,M
0,15_to_24,Angola,2022-01-10,M,5,M
1,15_to_24,Angola,2022-01-10,M,116,M
2,15_to_24,Angola,2022-01-10,M,6,M
3,15_to_24,Angola,2022-01-10,M,15,M
4,15_to_24,Angola,2022-01-10,M,13,M
5,15_to_24,Angola,2022-01-10,H,0,H
0,25_to_64,Angola,2022-01-10,I,2,I
1,25_to_64,Angola,2022-01-10,I,4,I
2,25_to_64,Angola,2022-01-10,S,1,S
3,25_to_64,Angola,2022-01-10,M,13,M
4,25_to_64,Angola,2022-01-10,D,0,D
5,25_to_64,Angola,2022-01-10,I,0,H
6,25_to_64,Angola,2022-01-10,M,117,M
7,25_to_64,Angola,2022-01-10,M,24,M
8,25_to_64,Angola,2022-01-10,D,0,D
9,25_to_64,Angola,2022-01-10,S,9,S
0,less_5,Angola,2022-01-11,M,115,M
1,less_5,Angola,2022-01-11,M,114,M
2,less_5,Angola,2022-01-11,M,116,M
3,less_5,Angola,2022-01-11,M,111,M
4,less_5,Angola,2022-01-11,M,93,M
0,5_to_14,Angola,2022-01-11,M,5,M
1,5_to_14,Angola,2022-01-11,M,114,M
2,5_to_14,Angola,2022-01-11,I,0,H
3,5_to_14,Angola,2022-01-11,M,112,M
4,5_to_14,Angola,2022-01-11,M,116,M
5,5_to_14,Angola,2022-01-11,M,111,M
6,5_to_14,Angola,2022-01-11,M,118,M
7,5_to_14,Angola,2022-01-11,M,111,M
8,5_to_14,Angola,2022-01-11,M,102,M
0,15_to_24,Angola,2022-01-11,M,6,M
1,15_to_24,Angola,2022-01-11,M,117,M
2,15_to_24,Angola,2022-01-11,M,7,M
3,15_to_24,Angola,2022-01-11,M,16,M
4,15_to_24,Angola,2022-01-11,M,14,M
5,15_to_24,Angola,2022-01-11,H,0,H
0,25_to_64,Angola,2022-01-11,I,3,I
1,25_to_64,Angola,2022-01-11,M,0,I
2,25_to_64,Angola,2022-01-11,S,2,S
3,25_to_64,Angola,2022-01-11,M,14,M
4,25_to_64,Angola,2022-01-11,D,0,D
5,25_to_64,Angola,2022-01-11,I,1,I
6,25_to_64,Angola,2022-01-11,M,118,M
7,25_to_64,Angola,2022-01-11,M,25,M
8,25_to_64,Angola,2022-01-11,D,0,D
9,25_to_64,Angola,2022-01-11,S,10,S
0,less_5,Angola,2022-01-12,M,116,M
1,less_5,Angola,2022-01-12,M,115,M
2,less_5,Angola,2022-01-12,M,117,M
3,less_5,Angola,2022-01-12,M,112,M
4,less_5,Angola,2022-01-12,M,94,M
0,5_to_14,Angola,2022-01-12,M,6,M
1,5_to_14,Angola,2022-01-12,M,115,M
2,5_to_14,Angola,2022-01-12,I,1,I
3,5_to_14,Angola,2022-01-12,M,113,M
4,5_to_14,Angola,2022-01-12,M,117,M
5,5_to_14,Angola,2022-01-12,M,112,M
6,5_to_14,Angola,2022-01-12,M,119,M
7,5_to_14,Angola,2022-01-12,M,112,M
8,5_to_14,Angola,2022-01-12,M,103,M
0,15_to_24,Angola,2022-01-12,M,7,M
1,15_to_24,Angola,2022-01-12,M,118,M
2,15_to_24,Angola,2022-01-12,M,8,M
3,15_to_24,Angola,2022-01-12,M,17,M
4,15_to_24,Angola,2022-01-12,M,15,M
5,15_to_24,Angola,2022-01-12,I,0,H
0,25_to_64,Angola,2022-01-12,I,4,I
1,25_to_64,Angola,2022-01-12,M,1,M
2,25_to_64,Angola,2022-01-12,S,3,S
3,25_to_64,Angola,2022-01-12,M,15,M
4,25_to_64,Angola,2022-01-12,D,0,D
5,25_to_64,Angola,2022-01-12,I,2,I
6,25_to_64,Angola,2022-01-12,M,119,M
7,25_to_64,Angola,2022-01-12,M,26,M
8,25_to_64,Angola,2022-01-12,D,0,D
9,25_to_64,Angola,2022-01-12,S,11,S
0,less_5,Angola,2022-01-13,M,117,M
1,less_5,Angola,2022-01-13,M,116,M
2,less_5,Angola,2022-01-13,M,118,M
3,less_5,Angola,2022-01-13,M,113,M
4,less_5,Angola,2022-01-13,M,95,M
0,5_to_14,Angola,2022-01-13,M,7,M
1,5_to_14,Angola,2022-01-13,M,116,M
2,5_to_14,Angola,2022-01-13,I,2,I
3,5_to_14,Angola,2022-01-13,M,114,M
4,5_to_14,Angola,2022-01-13,M,118,M
5,5_to_14,Angola,2022-01-13,M,113,M
6,5_to_14,Angola,2022-01-13,M,120,M
7,5_to_14,Angola,2022-01-13,M,113,M
8,5_to_14,Angola,2022-01-13,M,104,M
0,15_to_24,Angola,2022-01-13,M,8,M
1,15_to_24,Angola,2022-01-13,M,119,M
2,15_to_24,Angola,2022-01-13,M,9,M
3,15_to_24,Angola,2022-01-13,M,18,M
4,15_to_24,Angola,2022-01-13,M,16,M
5,15_to_24,Angola,2022-01-13,I,1,I
0,25_to_64,Angola,2022-01-13,M,0,I
1,25_to_64,Angola,2022-01-13,M,2,M
2,25_to_64,Angola,2022-01-13,S,4,S
3,25_to_64,Angola,2022-01-13,M,16,M
4,25_to_64,Angola,2022-01-13,D,0,D
5,25_to_64,Angola,2022-01-13,I,3,I
6,25_to_64,Angola,2022-01-13,M,120,M
7,25_to_64,Angola,2022-01-13,M,27,M
8,25_to_64,Angola,2022-01-13,D,0,D
9,25_to_64,Angola,2022-01-13,S,12,S
0,less_5,Angola,2022-01-14,M,118,M
1,less_5,Angola,2022-01-14,M,117,M
2,less_5,Angola,2022-01-14,M,119,M
3,less_5,Angola,2022-01-14,M,114,M
4,less_5,Angola,2022-01-14,M,96,M
0,5_to_14,Angola,2022-01-14,M,8,M
1,5_to_14,Angola,2022-01-14,M,117,M
2,5_to_14,Angola,2022-01-14,I,3,I
3,5_to_14,Angola,2022-01-14,M,115,M
4,5_to_14,Angola,2022-01-14,M,119,M
5,5_to_14,Angola,2022-01-14,M,114,M
6,5_to_14,Angola,2022-01-14,H,0,M
